Time measured,Globalstråling (Q0)
2022-12-11 00:00:00+01,0.0
2022-12-11 01:00:00+01,0.0
2022-12-11 02:00:00+01,0.0
2022-12-11 03:00:00+01,0.0
2022-12-11 04:00:00+01,0.0
2022-12-11 05:00:00+01,0.0
2022-12-11 06:00:00+01,0.0
2022-12-11 07:00:00+01,0.0
2022-12-11 08:00:00+01,0.0
2022-12-11 09:00:00+01,1.3
2022-12-11 10:00:00+01,5.5
2022-12-11 11:00:00+01,10.2
2022-12-11 12:00:00+01,14.6
2022-12-11 13:00:00+01,10.5
2022-12-11 14:00:00+01,3.1
2022-12-11 15:00:00+01,0.0
2022-12-11 16:00:00+01,0.0
2022-12-11 17:00:00+01,0.0
2022-12-11 18:00:00+01,0.0
2022-12-11 19:00:00+01,0.0
2022-12-11 20:00:00+01,0.0
2022-12-11 21:00:00+01,0.0
2022-12-11 22:00:00+01,0.0
2022-12-11 23:00:00+01,0.0
2022-12-12 00:00:00+01,0.0
2022-12-12 01:00:00+01,0.0
2022-12-12 02:00:00+01,0.0
2022-12-12 03:00:00+01,0.0
2022-12-12 04:00:00+01,0.0
2022-12-12 05:00:00+01,0.0
2022-12-12 06:00:00+01,0.0
2022-12-12 07:00:00+01,0.0
2022-12-12 08:00:00+01,0.0
2022-12-12 09:00:00+01,1.6
2022-12-12 10:00:00+01,7.8
2022-12-12 11:00:00+01,10.8
2022-12-12 12:00:00+01,14.0
2022-12-12 13:00:00+01,9.7
2022-12-12 14:00:00+01,4.2
2022-12-12 15:00:00+01,0.0
2022-12-12 16:00:00+01,0.0
2022-12-12 17:00:00+01,0.0
2022-12-12 18:00:00+01,0.0
2022-12-12 19:00:00+01,0.0
2022-12-12 20:00:00+01,0.0
2022-12-12 21:00:00+01,0.0
2022-12-12 22:00:00+01,0.0
2022-12-12 23:00:00+01,0.0
2022-12-13 00:00:00+01,0.0
2022-12-13 01:00:00+01,0.0
2022-12-13 02:00:00+01,0.0
2022-12-13 03:00:00+01,0.0
2022-12-13 04:00:00+01,0.0
2022-12-13 05:00:00+01,0.0
2022-12-13 06:00:00+01,0.0
2022-12-13 07:00:00+01,0.0
2022-12-13 08:00:00+01,0.0
2022-12-13 09:00:00+01,1.0
2022-12-13 10:00:00+01,15.7
2022-12-13 11:00:00+01,37.5
2022-12-13 12:00:00+01,18.0
2022-12-13 13:00:00+01,11.9
2022-12-13 14:00:00+01,4.8
2022-12-13 15:00:00+01,0.0
2022-12-13 16:00:00+01,0.0
2022-12-13 17:00:00+01,0.0
2022-12-13 18:00:00+01,0.0
2022-12-13 19:00:00+01,0.0
2022-12-13 20:00:00+01,0.0
2022-12-13 21:00:00+01,0.0
2022-12-13 22:00:00+01,0.0
2022-12-13 23:00:00+01,0.0
2022-12-14 00:00:00+01,0.0
2022-12-14 01:00:00+01,0.0
2022-12-14 02:00:00+01,0.0
2022-12-14 03:00:00+01,0.0
2022-12-14 04:00:00+01,0.0
2022-12-14 05:00:00+01,0.0
2022-12-14 06:00:00+01,0.0
2022-12-14 07:00:00+01,0.0
2022-12-14 08:00:00+01,0.0
2022-12-14 09:00:00+01,1.9
2022-12-14 10:00:00+01,9.7
2022-12-14 11:00:00+01,25.1
2022-12-14 12:00:00+01,22.4
2022-12-14 13:00:00+01,14.0
2022-12-14 14:00:00+01,3.8
2022-12-14 15:00:00+01,0.0
2022-12-14 16:00:00+01,0.0
2022-12-14 17:00:00+01,0.0
2022-12-14 18:00:00+01,0.0
2022-12-14 19:00:00+01,0.0
2022-12-14 20:00:00+01,0.0
2022-12-14 21:00:00+01,0.0
2022-12-14 22:00:00+01,0.0
2022-12-14 23:00:00+01,0.0
2022-12-15 00:00:00+01,0.0
2022-12-15 01:00:00+01,0.0
2022-12-15 02:00:00+01,0.0
2022-12-15 03:00:00+01,0.0
2022-12-15 04:00:00+01,0.0
2022-12-15 05:00:00+01,0.0
2022-12-15 06:00:00+01,0.0
2022-12-15 07:00:00+01,0.0
2022-12-15 08:00:00+01,0.0
2022-12-15 09:00:00+01,0.3
2022-12-15 10:00:00+01,11.0
2022-12-15 11:00:00+01,35.9
2022-12-15 12:00:00+01,12.9
2022-12-15 13:00:00+01,6.6
2022-12-15 14:00:00+01,2.6
2022-12-15 15:00:00+01,0.0
2022-12-15 16:00:00+01,0.0
2022-12-15 17:00:00+01,0.0
2022-12-15 18:00:00+01,0.0
2022-12-15 19:00:00+01,0.0
2022-12-15 20:00:00+01,0.0
2022-12-15 21:00:00+01,0.0
2022-12-15 22:00:00+01,0.0
2022-12-15 23:00:00+01,0.0
2022-12-16 00:00:00+01,0.0
2022-12-16 01:00:00+01,0.0
2022-12-16 02:00:00+01,0.0
2022-12-16 03:00:00+01,0.0
2022-12-16 04:00:00+01,0.0
2022-12-16 05:00:00+01,0.0
2022-12-16 06:00:00+01,0.0
2022-12-16 07:00:00+01,0.0
2022-12-16 08:00:00+01,0.0
2022-12-16 09:00:00+01,0.7
2022-12-16 10:00:00+01,18.3
2022-12-16 11:00:00+01,28.6
2022-12-16 12:00:00+01,17.6
2022-12-16 13:00:00+01,10.8
2022-12-16 14:00:00+01,2.6
2022-12-16 15:00:00+01,0.0
2022-12-16 16:00:00+01,0.0
2022-12-16 17:00:00+01,0.0
2022-12-16 18:00:00+01,0.0
2022-12-16 19:00:00+01,0.1
2022-12-16 20:00:00+01,0.0
2022-12-16 21:00:00+01,0.0
2022-12-16 22:00:00+01,0.0
2022-12-16 23:00:00+01,0.0
2022-12-17 00:00:00+01,0.0
2022-12-17 01:00:00+01,0.1
2022-12-17 02:00:00+01,0.0
2022-12-17 03:00:00+01,0.0
2022-12-17 04:00:00+01,0.0
2022-12-17 05:00:00+01,0.0
2022-12-17 06:00:00+01,0.0
2022-12-17 07:00:00+01,0.0
2022-12-17 08:00:00+01,0.0
2022-12-17 09:00:00+01,0.9
2022-12-17 10:00:00+01,4.0
2022-12-17 11:00:00+01,7.2
2022-12-17 12:00:00+01,13.0
2022-12-17 13:00:00+01,10.2
2022-12-17 14:00:00+01,2.5
2022-12-17 15:00:00+01,0.0
2022-12-17 16:00:00+01,0.0
2022-12-17 17:00:00+01,0.0
2022-12-17 18:00:00+01,0.0
2022-12-17 19:00:00+01,0.0
2022-12-17 20:00:00+01,0.0
2022-12-17 21:00:00+01,0.0
2022-12-17 22:00:00+01,0.0
2022-12-17 23:00:00+01,0.0
2022-12-18 00:00:00+01,0.0
2022-12-18 01:00:00+01,0.0
2022-12-18 02:00:00+01,0.0
2022-12-18 03:00:00+01,0.0
2022-12-18 04:00:00+01,0.0
2022-12-18 05:00:00+01,0.0
2022-12-18 06:00:00+01,0.0
2022-12-18 07:00:00+01,0.0
2022-12-18 08:00:00+01,0.0
2022-12-18 09:00:00+01,1.2
2022-12-18 10:00:00+01,5.6
2022-12-18 11:00:00+01,22.3
2022-12-18 12:00:00+01,23.6
